jou	uji	pSampleID	pStart	permalink
桐壺	FALSE	20-源氏1010_00001	33760	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,33760
桐壺	FALSE	20-源氏1010_00001	34720	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,34720
桐壺	FALSE	20-源氏1010_00001	35030	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,35030
桐壺	FALSE	20-源氏1010_00001	36150	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,36150
桐壺	FALSE	20-源氏1010_00001	36400	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,36400
桐壺	FALSE	20-源氏1010_00001	37070	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,37070
桐壺	FALSE	20-源氏1010_00001	37970	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,37970
桐壺	FALSE	20-源氏1010_00001	38830	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,38830
桐壺	FALSE	20-源氏1010_00001	40280	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,40280
桐壺	FALSE	20-源氏1010_00001	40630	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,40630
桐壺	FALSE	20-源氏1010_00001	41110	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,41110
桐壺	FALSE	20-源氏1010_00001	41470	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,41470
桐壺	FALSE	20-源氏1010_00001	41700	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,41700
桐壺	FALSE	20-源氏1010_00001	41850	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,41850
桐壺	FALSE	20-源氏1010_00001	42110	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,42110
桐壺	FALSE	20-源氏1010_00001	42250	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,42250
桐壺	FALSE	20-源氏1010_00001	43000	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,43000
桐壺	FALSE	20-源氏1010_00001	43410	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,43410
桐壺	FALSE	20-源氏1010_00001	44170	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,44170
桐壺	FALSE	20-源氏1010_00001	44590	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,44590
桐壺	FALSE	20-源氏1010_00001	44700	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,44700
桐壺	FALSE	20-源氏1010_00001	45260	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,45260
桐壺	FALSE	20-源氏1010_00001	45830	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,45830
桐壺	FALSE	20-源氏1010_00001	46470	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,46470
桐壺	FALSE	20-源氏1010_00001	47060	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,47060
桐壺	FALSE	20-源氏1010_00001	49480	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,49480
桐壺	FALSE	20-源氏1010_00001	49860	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,49860
桐壺	FALSE	20-源氏1010_00001	49950	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,49950
桐壺	FALSE	20-源氏1010_00001	50520	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,50520
桐壺	FALSE	20-源氏1010_00001	51930	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,51930
桐壺	FALSE	20-源氏1010_00001	52280	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,52280
桐壺	FALSE	20-源氏1010_00001	52900	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,52900
桐壺	FALSE	20-源氏1010_00001	53150	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,53150
桐壺	FALSE	20-源氏1010_00001	53230	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,53230
桐壺	FALSE	20-源氏1010_00001	53490	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,53490
桐壺	FALSE	20-源氏1010_00001	53700	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,53700
桐壺	FALSE	20-源氏1010_00001	54400	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,54400
桐壺	FALSE	20-源氏1010_00001	56150	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,56150
桐壺	FALSE	20-源氏1010_00001	56470	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,56470
桐壺	FALSE	20-源氏1010_00001	57180	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,57180
桐壺	FALSE	20-源氏1010_00001	57970	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,57970
桐壺	FALSE	20-源氏1010_00001	58160	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,58160
桐壺	FALSE	20-源氏1010_00001	58330	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,58330
桐壺	FALSE	20-源氏1010_00001	58420	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,58420
桐壺	FALSE	20-源氏1010_00001	58600	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,58600
桐壺	FALSE	20-源氏1010_00001	58850	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,58850
桐壺	FALSE	20-源氏1010_00001	59110	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,59110
桐壺	FALSE	20-源氏1010_00001	59440	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,59440
桐壺	FALSE	20-源氏1010_00001	59780	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,59780
桐壺	FALSE	20-源氏1010_00001	60460	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,60460
桐壺	FALSE	20-源氏1010_00001	61270	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,61270
桐壺	FALSE	20-源氏1010_00001	61650	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,61650
桐壺	FALSE	20-源氏1010_00001	61840	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,61840
桐壺	FALSE	20-源氏1010_00001	61950	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,61950
桐壺	FALSE	20-源氏1010_00001	62330	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,62330
桐壺	FALSE	20-源氏1010_00001	62630	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,62630
桐壺	FALSE	20-源氏1010_00001	63070	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,63070
桐壺	FALSE	20-源氏1010_00001	63890	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,63890
桐壺	FALSE	20-源氏1010_00001	64410	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,64410
桐壺	FALSE	20-源氏1010_00001	65160	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,65160
桐壺	FALSE	20-源氏1010_00001	65330	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,65330
桐壺	FALSE	20-源氏1010_00001	65700	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,65700
桐壺	FALSE	20-源氏1010_00001	66190	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,66190
桐壺	FALSE	20-源氏1010_00001	66260	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,66260
桐壺	FALSE	20-源氏1010_00001	66510	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,66510
桐壺	FALSE	20-源氏1010_00001	66770	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,66770
桐壺	FALSE	20-源氏1010_00001	67040	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,67040
桐壺	FALSE	20-源氏1010_00001	67380	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,67380
桐壺	FALSE	20-源氏1010_00001	67840	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,67840
桐壺	FALSE	20-源氏1010_00001	68670	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,68670
桐壺	FALSE	20-源氏1010_00001	69080	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,69080
桐壺	FALSE	20-源氏1010_00001	69260	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,69260
桐壺	FALSE	20-源氏1010_00001	70390	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,70390
桐壺	FALSE	20-源氏1010_00001	70530	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,70530
桐壺	FALSE	20-源氏1010_00001	70900	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,70900
桐壺	FALSE	20-源氏1010_00001	72240	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,72240
桐壺	FALSE	20-源氏1010_00001	73030	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,73030
桐壺	FALSE	20-源氏1010_00001	73360	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,73360
桐壺	FALSE	20-源氏1010_00001	73820	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,73820
桐壺	FALSE	20-源氏1010_00001	73980	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,73980
桐壺	FALSE	20-源氏1010_00001	74500	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,74500
桐壺	FALSE	20-源氏1010_00001	74660	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,74660
桐壺	FALSE	20-源氏1010_00001	75220	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,75220
桐壺	FALSE	20-源氏1010_00001	75670	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,75670
桐壺	FALSE	20-源氏1010_00001	76070	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,76070
桐壺	FALSE	20-源氏1010_00001	76690	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,76690
桐壺	FALSE	20-源氏1010_00001	77340	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,77340
桐壺	FALSE	20-源氏1010_00001	78100	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,78100
桐壺	FALSE	20-源氏1010_00001	78630	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,78630
桐壺	FALSE	20-源氏1010_00001	79150	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,79150
桐壺	FALSE	20-源氏1010_00001	79540	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,79540
桐壺	FALSE	20-源氏1010_00001	79910	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,79910
桐壺	FALSE	20-源氏1010_00001	81110	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,81110
桐壺	FALSE	20-源氏1010_00001	81230	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,81230
桐壺	FALSE	20-源氏1010_00001	81760	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,81760
桐壺	FALSE	20-源氏1010_00001	83330	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,83330
桐壺	FALSE	20-源氏1010_00001	84370	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,84370
桐壺	FALSE	20-源氏1010_00001	84620	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,84620
桐壺	FALSE	20-源氏1010_00001	87160	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,87160
桐壺	FALSE	20-源氏1010_00001	87650	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,87650
桐壺	FALSE	20-源氏1010_00001	88540	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,88540
桐壺	FALSE	20-源氏1010_00001	89080	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,89080
桐壺	FALSE	20-源氏1010_00001	89900	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,89900
桐壺	FALSE	20-源氏1010_00001	89970	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,89970
桐壺	FALSE	20-源氏1010_00001	90210	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,90210
桐壺	FALSE	20-源氏1010_00001	90720	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,90720
桐壺	FALSE	20-源氏1010_00001	91040	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,91040
桐壺	FALSE	20-源氏1010_00001	91550	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,91550
桐壺	FALSE	20-源氏1010_00001	92840	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,92840
桐壺	FALSE	20-源氏1010_00001	93750	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,93750
桐壺	FALSE	20-源氏1010_00001	94000	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,94000
桐壺	FALSE	20-源氏1010_00001	94200	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,94200
桐壺	FALSE	20-源氏1010_00001	94370	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00001,94370
